manufacturer,brand,product,device,marketing_name,cpu_model,cpu_make,ram_mb
OPPO,OPPO,CPH2109,OP4BA5L1,CPH2109,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2195EEA,OP4F39L1,CPH2195,SM4350,Qualcomm,4096
LGE,lge,alphaamz_lao_com,alphaamz,LG G8 ThinQ™,SDM855,Qualcomm,4096
realme,realme,RMX3081RU,RMX3081L1,realme 8 Pro,SM7125,Qualcomm,6144
OPPO,OPPO,CPH2095T2,OP4EF3L1,CPH2095,SM6115,Qualcomm,4096
LGE,lge,cv7as_fg,cv7as,LG Stylo 5,SDM450,Qualcomm,3072
OPPO,OPPO,CPH2089T2,OP4C87L1,Reno4 Pro 5G,SM7250,Qualcomm,12288
motorola,motorola,caprip_retailn,caprip,moto g(30),SM6115,Qualcomm,4096
OPPO,OPPO,CPH2023,OP4BA1L1,Find X2,SM8250,Qualcomm,12288
OPPO,OPPO,CPH2235TR,OP4F25L1,CPH2235,SM7125,Qualcomm,8192
HMD Global,Nokia,ScarletWitch_00EEA,SCW_sprout,Nokia X10,SM4350,Qualcomm,4096
vivo,vivo,2066_RU,2050,V2066,MT6853V/TNZA,Mediatek,8192
OPPO,OPPO,CPH2095TR,OP4EF3L1,CPH2095,SM6115,Qualcomm,4096
vivo,vivo,2050ETN,2050,V2050,MT6853V/TNZA,Mediatek,8192
Sony,Sony,C6906_1276-3533,C6906,Xperia Z1,MSM8974,Qualcomm,2048
HMD Global,Nokia,DoctorDoom_00FD,DRDA_sprout,Nokia 5.4,SM6115,Qualcomm,4096
WNC,ATT,c71kw400,c71kw400-4gb,DIRECTV,BCM7271,Broadcom,4096
OPPO,OPPO,CPH2125RU,OP4C51L1,Reno4 Lite,MT6779p95,Mediatek,6144
OPPO,OPPO,CPH2043RU,OP4B9EL1,CPH2043,MT6779p90,Mediatek,8192
OPPO,OPPO,CPH2077,OP4BFB,CPH2077,MT6765,Mediatek,3072
LGE,lge,mmh4p_fgn,mmh4p,X6(2019),MT6762,Mediatek,3072
Sony,Sony,C6802_1274-8738,C6802,Xperia Z Ultra,MSM8974,Qualcomm,2048
LENOVO,Lenovo,LenovoTB-8505FS-RU,8505FS,Lenovo Smart Tab M8,MT8766A,Mediatek,3072
LGE,lge,winglm,winglm,LG WING,SM7250,Qualcomm,8192
OPPO,OPPO,CPH2035,OP4C5FL1,Reno3 Pro,MT6779p95,Mediatek,8192
LENOVO,Lenovo,LenovoTB-X606XA,X606XA,Lenovo Smart Tab M10 FHD Plus with Amazon Alexa,MT8768A,Mediatek,4096
lenovo,Lenovo,cebu_lenovorn,cebu,Lenovo K12 Pro,SM6115,Qualcomm,4096
motorola,motorola,kiev_retail,kiev,moto g 5G,SM7225,Qualcomm,4096
realme,realme,RMX3081T2,RMX3081L1,realme 8 Pro,SM7125,Qualcomm,6144
google,google,cyan,cyan_cheets,Chromebook R11 (C738T),N3060,Intel,4096
OPPO,OPPO,CPH2113EEA,OP4BA5L1,CPH2113,SM7125,Qualcomm,8192
LGE,lge,mdh30xlm,mdh30xlm,K51,MT6762,Mediatek,3072
OPPO,OPPO,CPH1979RU,OP48A1,Reno Z,MT6779p90,Mediatek,4096
Sony,Sony,XQ-BC72,XQ-BC72,Xperia 1 III,SM8350,Qualcomm,12288
LGE,lge,timelm,timelm,LG V60 ThinQ,SM8250,Qualcomm,8192
motorola,motorola,cebu_retailen,cebu,moto g(9) power,SM6115,Qualcomm,4096
OPPO,OPPO,CPH2083RU,OP4BFB,CPH2083,MT6765,Mediatek,3072
google,google,kevin,kevin_cheets,Chromebook Plus,RK3399,Rockchip,4096
LGE,lge,acelm,acelm,Q92,SM7250,Qualcomm,6144
LGE,lge,mdh5lm,mdh5lm,LG K31,MT6762,Mediatek,2048
OPPO,OPPO,CPH2113TR,OP4BA5L1,CPH2113,SM7125,Qualcomm,8192
motorola,motorola,caprip_retail,caprip,moto g(30),SM6115,Qualcomm,4096
motorola,motorola,nio_retail,nio,moto g(100),SM8250,Qualcomm,8192
realme,realme,RMX3461,RE548B,真我Q3s	,SM7325,Qualcomm,8192
LENOVO,Lenovo,LenovoTB-X605FC_EEA,TB-X605FC,Lenovo TAB M10 FHD Rel,SDM450,Qualcomm,4096
LGE,lge,c100n_lgu_kr,c100n,LG Class,MSM8916,Qualcomm,2048
OPPO,OPPO,CPH2145,OP4F1BL1,CPH2145,SM7250,Qualcomm,8192
HMD Global,Nokia,Quicksilver_00FD,QKS_sprout,Nokia X20,SM4350,Qualcomm,6144
motorola,motorola,nairo_retaile,nairo,moto g 5G plus,SM7250,Qualcomm,4096
OPPO,OPPO,PDYT20,OP4E21,PDYT20,MT6853V/ZA,Mediatek,8192
motorola,motorola,cebu_retailrn,cebu,moto g(9) power,SM6115,Qualcomm,4096
Sony,Sony,C6833_1275-9479,C6833,Xperia Z Ultra,MSM8974,Qualcomm,2048
OPPO,OPPO,CPH2121,OP4C51L1,A93,MT6779p95,Mediatek,6144
samsung,samsung,lt033gxx,lt033g,Galaxy Note 10.1 2014 Edition,Exynos 5420,Samsung,3072
LGE,lge,tf10_lao_com,tf10,G Pad 5 10.1 FHD,MSM8996Pro,Qualcomm,4096
OPPO,OPPO,CPH2239T2,OP4F2F,CPH2239,MT6765,Mediatek,2048
OPPO,OPPO,CPH1923RU,OP486C,A1k,MT6762,Mediatek,3072
OPPO,OPPO,CPH1919RU,OP4845,Reno 10x Zoom,SM8150,Qualcomm,8192
vivo,vivo,2109N,2109,V2109,MT6769T,Mediatek,4096
OPPO,OPPO,CPH2089RU,OP4C87L1,Reno4 Pro,SM7250,Qualcomm,12288
vivo,vivo,2066ET,2050,V2066,MT6853V/TNZA,Mediatek,8192
vivo,vivo,2036TC,2036,V2035,SM6115,Qualcomm,8192
vivo,vivo,2026iM,2026,V2065,MT6765,Mediatek,3072
google,google,tiger,tiger_cheets,"RK3288 10"" Chromebase",RK3288,Rockchip,2048
OPPO,OPPO,CPH2179T2,OP4F2F,CPH2179,MT6765,Mediatek,2048
LGE,lge,mh2lm_sb_jp,mh2lm,G8X ThinQ,SM8150,Qualcomm,6144
OPPO,OPPO,CPH2043,OP4B9EL1,Reno3,MT6779p90,Mediatek,8192
LGE,lge,flashlm_lao_com,flashlm,V50 ThinQ,SM8150,Qualcomm,6144
motorola,motorola,ibiza_retailr,ibiza,CANCELLED,SM4350,Qualcomm,4096
LENOVO,Lenovo,LenovoTB-X606FA_EEA,X606FA,Lenovo Smart Tab M10 FHD Plus with Amazon Alexa,MT8768A,Mediatek,4096
LENOVO,Lenovo,LenovoTB-J706L,J706L,Lenovo Tab P11 Pro,SDM712,Qualcomm,4096
google,google,fievel,fievel_cheets,RK3288 Mini Chromebox,RK3288,Rockchip,2048
OPPO,OPPO,CPH2073,OP4C7D,CPH2073,MT6765,Mediatek,3072
LENOVO,Lenovo,LenovoTB-X605LC_EEA,TB-X605LC,Lenovo TAB M10 FHD Rel,SDM450,Qualcomm,4096
LENOVO,Lenovo,LenovoTB-X306FA_EEA,X306FA,Lenovo Tab M10 HD (2nd Gen),MT8768T,Mediatek,4096
LENOVO,MEDION,LIFETAB_S1033X,LIFETAB_S1033X,LIFETAB S1033X,RK3188,Rockchip,2048
OPPO,OPPO,CPH2185T2,OP4F2F,CPH2185,MT6765,Mediatek,2048
vivo,vivo,2041C,2041,V2053,MT6833V/ZA,Mediatek,8192
Sony,Sony,XQ-BQ72_RU,XQ-BQ72,Xperia 5 III,SM8350,Qualcomm,8192
LGE,lge,mdh10xlm_fg,mdh10xlm,LG Harmony 4,MT6762,Mediatek,3072
motorola,motorola,cypfq_gen,cypfq,moto g51 5G,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2031,OP4C7D,CPH2031,MT6765,Mediatek,3072
google,google,reef,reef_cheets,Intel Apollo Lake Chromebook,N3350,Intel,2048
OPPO,OPPO,CPH2109TR,OP4BA5L1,CPH2109,SM7125,Qualcomm,8192
asus,asus,EU_I006D,ASUS_I006D,Zenfone 8 / ASUS 8Z,SM8350,Qualcomm,6144
LGE,lge,mh2lm,mh2lm,G8X ThinQ,SM8150,Qualcomm,6144
LGE,lge,mmh4p-pr_fne,mmh4p-pr,LG K50,MT6762,Mediatek,3072
NVIDIA,NVIDIA,foster_e,foster,SHIELD Android TV,Tegra X1 T210,NVidia,3072
vivo,vivo,2050ET,2050,V2050,MT6853V/TNZA,Mediatek,8192
HMD Global,Nokia,DoctorDoom_00EEA,DRD_sprout,Nokia 5.4,SM6115,Qualcomm,4096
Zebra Technologies,Zebra,TC51,TC51HC,TC51,APQ8056,Qualcomm,2048
OPPO,OPPO,CPH1923EEA,OP486C,A1k,MT6762,Mediatek,3072
samsung,samsung,j75ltektt,j75ltektt,Galaxy J7,MSM8916,Qualcomm,1536
motorola,motorola,nairo_retail,nairo,moto g 5G plus,SM7250,Qualcomm,4096
LGE,lge,meh35lm_fne,meh35lm,K52,MT6765,Mediatek,4096
LGE,lge,mmh5lm,mmh5lm,LG Tribute Royal,MT6762,Mediatek,2048
OPPO,OPPO,CPH2015RU,OP4C7D,CPH2015,MT6765,Mediatek,3072
Sony,Sony,C6902_1278-4905,C6902,Xperia Z1,MSM8974,Qualcomm,2048
realme,realme,RMX2201,RMX2201CN,realme V3 5G,MT6853V/ZA,Mediatek,4096
OPPO,OPPO,CPH2015EEA,OP4C7D,CPH2015,MT6765,Mediatek,3072
Crosscall,Crosscall,L762,L762,Core-X4,SDM450,Qualcomm,3072
OPPO,OPPO,CPH2125EEA,OP4C51L1,Reno4 Lite,MT6779p95,Mediatek,6144
google,google,minnie,minnie_cheets,Chromebook Flip C100PA,RK3288,Rockchip,4096
motorola,motorola,smith_retailu,smith,motorola razr (2020),SM7250,Qualcomm,8192
Sony,Sony,C6802_1273-0523,C6802,Xperia Z Ultra,MSM8974,Qualcomm,2048
TPV,AOC,AOC0M_EA_T32,PH0M_EA_T32,AOC Android TV,t32,Mediatek,1536
LGE,lge,mdh50lm,mdh50lm,Stylo 6,MT6765,Mediatek,3072
realme,realme,RMX3261,RMX3261,realme C21Y,T610,Spreadtrum,3072
OPPO,OPPO,CPH2025,OP4BA2L1,Find X2 Pro,SM8250,Qualcomm,12288
LGE,lge,cv1s_fg,cv1s,LG Aristo 3+,MSM8917,Qualcomm,2048
vivo,vivo,2058,2058,V2058,MT6769T,Mediatek,8192
LGE,lge,mmh45lm_f,mmh45lm,K50S,MT6762,Mediatek,3072
motorola,motorola,java_retail,java,moto g(20),T610,Spreadtrum,4096
OPPO,OPPO,PBET00,PBET00,R17,SDM670,Qualcomm,6144
OPPO,OPPO,CPH2113T2,OP4BA5L1,CPH2113,SM7125,Qualcomm,8192
Sony,Sony,C5502_1271-1270,C5502,Xperia ZR,APQ8064,Qualcomm,2048
vivo,vivo,2058T,2058,V2058,MT6769T,Mediatek,8192
vivo,vivo,2066_TR,2050,V2066,MT6853V/TNZA,Mediatek,8192
motorola,motorola,kyoto_retailpf,kyoto,motorola edge 20 fusion,MT6853V/NZA,Mediatek,6144
OPPO,OPPO,PCET00,OP46F3,A9x,MT6771T,Mediatek,6144
OPPO,OPPO,PCAT10,OP46F1,A9 中国版,MT6771T,Mediatek,4096
OPPO,OPPO,PCHT30,OP4A54,A11x 中国版,SM6125,Qualcomm,8192
realme,realme,RMX2195T2,RECE4244,realme C15 Qualcomm Edition,SM4250,Qualcomm,3072
realme,realme,RMX2194T2,RECE4244,realme C15 Qualcomm Edition,SM4250,Qualcomm,3072
realme,realme,RMX2195,RMX2195L1,realme C15 Qualcomm Edition,SM4250,Qualcomm,4096
OPPO,OPPO,PEHT00,OP4E99,PEHM00,SM4350,Qualcomm,6144
OPPO,OPPO,PEHM00,OP4E99,A93 5G,SM4350,Qualcomm,6144
OPPO,OPPO,PDAM10,OP4AE7,A52 中国版,SM6125,Qualcomm,8192
OPPO,OPPO,PDAT10,OP4AE7,A52 中国版,SM6125,Qualcomm,8192
OPPO,OPPO,PECM20,OP4E49,A53 5G,MT6853V/ZA,Mediatek,8192
OPPO,OPPO,CPH2239,OP4F2F,CPH2239,MT6765,Mediatek,2048
OPPO,OPPO,CPH2241T2,OP4F2F,CPH2241,MT6765,Mediatek,2048
OPPO,OPPO,PCAM10,OP46F1,A9 中国版,MT6771T,Mediatek,4096
OPPO,OPPO,PCEM00,OP46F3,A9x,MT6771T,Mediatek,6144
OPPO,OPPO,PDST00,OP4EA3,PDST00,MT6889,Mediatek,8192
realme,realme,RMX2081,RMX2081L1,realme X3,SM8150,Qualcomm,6144
OnePlus,OnePlus,CPH2459,OP5159L1,OnePlus Nord N20 5G,SM6375,QTI,6144
realme,realme,RMX2051,RMX2051CN,realme X50 5G,SM7250,Qualcomm,6144
realme,realme,RMX2052,RMX2052CN,realme X50t 5G,SM7250,Qualcomm,6144
realme,realme,RMX2142,RMX2142CN,realme X50m 5G,SM7250,Qualcomm,6144
OPPO,OPPO,PCRT01,OP4AB5,PCRT01,SM7250,Qualcomm,8192
OPPO,OPPO,PEGT00,OP4E8F,PEGT00,SM7250,Qualcomm,8192
OPPO,OPPO,PEGT10,OP4E59,PEGT10,SM7225,Qualcomm,8192
OPPO,OPPO,PDPM00,OP4A47,Reno4 中国版,SM7250,Qualcomm,8192
OPPO,OPPO,PDPT00,OP4A47,Reno4 中国版,SM7250,Qualcomm,8192
OPPO,OPPO,PDNM00,OP4AF7,Reno4 Pro 中国版,SM7250,Qualcomm,8192
OPPO,OPPO,PDNT00,OP4AF7,Reno4 Pro,SM7250,Qualcomm,8192
OPPO,OPPO,PBDT00,PBDT00,R17 Pro,SDM710,Qualcomm,8192
OPPO,OPPO,PCDT10,OP4699,Reno Z 中国版,MT6779p90,Mediatek,6144
realme,realme,RMX3081EEA,RMX3081L1,realme 8 Pro,SM7125,Qualcomm,6144
OPPO,OPPO,PCAT00,OP46B1,Reno 标准版,SDM710,Qualcomm,8192
realme,realme,RMX2121T2,RMX2121L1,realme X7 Pro 5G,MT6889,Mediatek,6144
realme,realme,RMX3350,RE5469,真我GT Neo 闪速版,MT6893,Mediatek,8192
realme,realme,RMX2121,RMX2121L1,realme X7 Pro 5G,MT6889,Mediatek,6144
OnePlus,OnePlus,OnePlus7TProNR,OnePlus7TProNR,OnePlus 7T Pro 5G,SM8150P,Qualcomm,8192
realme,realme,RMX2072,RMX2072CN,realme X50 Pro Play,SM8250,Qualcomm,12288
OPPO,OPPO,PDEM10,OP4A77,Find X2 中国版,SM8250,Qualcomm,8192
OPPO,OPPO,PDET10,OP4A77,Find X2 中国版,SM8250,Qualcomm,8192
realme,realme,RMX2086T2,RMX2086L1,realme X3,SM8150,Qualcomm,12288
realme,realme,RMX2086,RMX2086L1,realme X3,SM8150,Qualcomm,12288
realme,realme,RMX2085,RMX2085L1,realme X3,SM8150,Qualcomm,12288
realme,realme,RMX3081TR,RMX3081L1,realme 8Pro	,SM7125,Qualcomm,6144
OPPO,OPPO,CPH2015,OP4C7D,CPH2015,MT6765,Mediatek,3072
OPPO,OPPO,CPH2067,OP4C72L1,A72,SM6125,Qualcomm,4096
realme,realme,RMX2103,RE50C1L1,realme 7i,SM6115,Qualcomm,4096
OPPO,OPPO,CPH2333T2,OP530DL1,A series,SM6225,QTI,8192
OPPO,OPPO,CPH2333RU,OP530DL1,A series,SM6225,QTI,8192
OPPO,OPPO,CPH2333EEA,OP530DL1,A series,SM6225,QTI,8192
OPPO,OPPO,CPH2197T2,OP4F39L1,OPPO A74 5G,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2195,OP4F39L1,CPH2195,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2263,OP4F39L1,CPH2263,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2197EEA,OP4F39L1,OPPO A74 5G,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2333,OP530DL1,A serier,SM6225,QTI,8192
realme,realme,RMX3491RU,RED8C1L1,realme  9i,SM6225,QTI,6144
realme,realme,RMX3492T2,RED8C1L1,realme 9i,SM6225,QTI,6144
realme,realme,RMX3491T2,RED8C1L1,realme 9i,SM6225,QTI,6144
realme,realme,RMX3491,RED8C1L1,realme 9i,SM6225,QTI,6144
realme,realme,RMX3493,RED8C1L1,realme 9i,SM6225,QTI,6144
realme,realme,RMX3491EEA,RED8C1L1,realme 9i,SM6225,QTI,6144
realme,realme,RMX3493EEA,RED8C1L1,realme 9i	,SM6225,QTI,6144
OPPO,OPPO,A102OP,OP52EBL1,A55s 5G,SM4350,Qualcomm,4096
OPPO,OPPO,CPH2219RU,OP4F11L1,A74,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2219,OP4F11L1,CPH2219,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2219T2,OP4F11L1,CPH2219,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2219EEA,OP4F11L1,A74,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2223,OP4F11L1,CPH2223,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2365,OP4F11L1,CPH2365,SM6115,Qualcomm,6144
OPPO,OPPO,CPH2375T2,OP5312L1,A series,SM6225,QTI,8192
OPPO,OPPO,CPH2069RU,OP4C7BL1,A52,SM6125,Qualcomm,4096
OPPO,OPPO,CPH2069,OP4C7BL1,A52,SM6125,Qualcomm,4096
OPPO,OPPO,CPH2069EEA,OP4C7BL1,A52,SM6125,Qualcomm,4096
OPPO,OPPO,CPH2061,OP4C77L1,A52,SM6125,Qualcomm,4096
OPPO,OPPO,CPH2059,OP4C72L1,A92,SM6125,Qualcomm,4096
OPPO,OPPO,CPH2067RU,OP4C72L1,A72,SM6125,Qualcomm,4096
realme,realme,RMX2156,RMX2156L1,realme narzo 30,MT6785,Mediatek,4096
realme,realme,RMX2151,RMX2151L1,realme 7,MT6785,Mediatek,4096
realme,realme,RMX2155RU,RMX2155L1,realme 7,MT6785T,Mediatek,8192
realme,realme,RMX2155,RMX2155L1,realme 7,MT6785T,Mediatek,8192
realme,realme,RMX2156T2,RMX2156L1,realme  narzo  30,MT6785,Mediatek,4096
realme,realme,RMX2161,RMX2161L1,realme narzo 20 Pro,MT6785,Mediatek,4096
realme,realme,RMX2163T2,RMX2163L1,realme narzo 20 Pro,MT6785,Mediatek,4096
realme,realme,RMX2163,RMX2163L1,realme  7,MT6785,Mediatek,4096
realme,realme,RMX2001,RMX2001L1,realme 6,MT6785T,Mediatek,6144
realme,realme,RMX2002,RMX2002L1,RMX2002,MT6785T,Mediatek,6144
realme,realme,RMX2003,RMX2003L1,realme 6,MT6785T,Mediatek,6144
realme,realme,RMX2155EEA,RMX2155L1,realme  7,MT6785T,Mediatek,8192
realme,realme,RMX2001EEA,RMX2001L1,realme 6,MT6785T,Mediatek,6144
realme,realme,RMX2002EEA,RMX2002L1,realme 6s,MT6785T,Mediatek,6144
OPPO,OPPO,CPH2067EEA,OP4C72L1,A72,SM6125,Qualcomm,4096
realme,realme,RMX3085RU,RMX3085L1,realme 8,MT6785,Mediatek,6144
realme,realme,RMX3085,RMX3085L1,realme  8,MT6785,Mediatek,6144
realme,realme,RMX3085T2,RMX3085L1,realme 8,MT6785,Mediatek,6144
realme,realme,RMX3085EEA,RMX3085L1,realme 8,MT6785,Mediatek,6144
realme,realme,RMX2030,RMX2030,realme 5i,SM6125,Qualcomm,4096
realme,realme,RMX2031,RMX2031,realme 5i,SM6125,Qualcomm,4096
realme,realme,RMX2032,RMX2032,realme 5i,SM6125,Qualcomm,4096
realme,realme,RMX1911,RMX1911,realme 5,SM6125,Qualcomm,3072
realme,realme,RMX1919,RMX1919,realme 5,SM6125,Qualcomm,4096
realme,realme,RMX1929,RMX1929,realme 5,SM6125,Qualcomm,4096
realme,realme,RMX1925,RMX1925,realme 5,SM6125,Qualcomm,3072
realme,realme,RMX1927RU,RMX1927,realme 5,SM6125,Qualcomm,3072
realme,realme,RMX3171T2,RMX3171,realme narzo 30A,MT6769,Mediatek,3072
realme,realme,RMX3430T2,RED8AF,realme narzo 50A,MT6769,Mediatek,4096
realme,realme,RMX3195T2,RMX3195,realme C25s,MT6769,Mediatek,4096
realme,realme,RMX3197,RMX3197,realme C25s,MT6769,Mediatek,4096
realme,realme,RMX3430,RED8AF,realme narzo 50A,MT6769,Mediatek,4096
realme,realme,RMX3171EEA,RMX3171,realme narzo 30A,MT6769,Mediatek,3072
realme,realme,RMX3191,RMX3191,realme C25,MT6768,Mediatek,4096
realme,realme,RMX3191T2,RMX3191,realme C25,MT6768,Mediatek,4096
realme,realme,RMX3193,RMX3193,realme C25,MT6768,Mediatek,4096
realme,realme,RMX2041,RMX2041,realme 6i,MT6769T,Mediatek,3072
realme,realme,RMX2040,RMX2040,RMX2040,MT6769T,Mediatek,3072
realme,realme,RMX2193T2,RMX2193,realme Narzo 20,MT6769,Mediatek,4096
realme,realme,RMX2193,RMX2193,realme Narzo 20,MT6769,Mediatek,4096
realme,realme,RMX2040EEA,RMX2040,realme 6i,MT6769T,Mediatek,3072
realme,realme,RMX2193EEA,RMX2193,realme 7i,MT6769,Mediatek,4096
realme,realme,RMX2185T2,RMX2185,realme C11,MT6765,Mediatek,3072
realme,realme,RMX2185,RMX2185,realme C11,MT6765,Mediatek,3072
realme,realme,RMX2027,RMX2027,realme C3,MT6769,Mediatek,3072
realme,realme,RMX3063T2,RMX3063,realme C20,MT6765,Mediatek,2048
realme,realme,RMX3061T2,RMX3061,realme C20,MT6765,Mediatek,2048
realme,realme,RMX3061,RMX3061,realme C20,MT6765,Mediatek,2048
realme,realme,RMX3061RU,RMX3061,realme C20,MT6765,Mediatek,2048
realme,realme,RMX3063RU,RMX3063,realme C20,MT6765,Mediatek,2048
realme,realme,RMX2185RU2,RMX2185,realme C11,MT6765,Mediatek,3072
realme,realme,RMX2186T2,RMX2186,realme C11,MT6765,Mediatek,3072
realme,realme,RMX3171,RMX3171,realme narzo 30A,MT6769,Mediatek,3072
realme,realme,RMX2020,RMX2020,RMX2020,MT6769,Mediatek,3072
realme,realme,RMX2022,RMX2022,realme C3,MT6769,Mediatek,3072
realme,realme,RMX2021,RMX2021,realme C3,MT6769,Mediatek,3072
realme,realme,RMX2042,RMX2042,realme 6i,MT6769T,Mediatek,4096
realme,realme,RMX3201T2,RMX3201,realme C21,MT6765,Mediatek,3072
realme,realme,RMX3202T2,RMX3202,realme C21,MT6765,Mediatek,3072
realme,realme,RMX3201,RMX3201,realme C21,MT6765,Mediatek,3072
realme,realme,RMX2021RU,RMX2021,realme C3,MT6769,Mediatek,3072
realme,realme,RMX2104T2,RE50C1,realme 7i,SM6115,Qualcomm,4096
OPPO,OPPO,CPH2071,OP4BFB,CPH2071,MT6765,Mediatek,3072
realme,realme,RMX2001RU,RMX2001L1,realme 6,MT6785T,Mediatek,6144
realme,realme,RMX2101T2,RE50BF,realme C17,SM4250,Qualcomm,6144
realme,realme,RMX2192T2,RECE4244,realme C15 Qualcomm Edition,SM4250,Qualcomm,3072
OPPO,OPPO,CPH1943,OP4B80L1,A5 2020,SM6125,Qualcomm,4096
OPPO,OPPO,CPH1937,OP4B80L1,A9 2020,SM6125,Qualcomm,4096
OPPO,OPPO,CPH1933,OP4B79L1,A5 2020,SM6125,Qualcomm,3072
OPPO,OPPO,CPH1931RU,OP4B79L1,A5 2020,SM6125,Qualcomm,3072
OPPO,OPPO,CPH1941RU,OP4B80L1,A9 2020,SM6125,Qualcomm,4096
OPPO,OPPO,CPH1931,OP4B79L1,A5 2020,SM6125,Qualcomm,3072
OPPO,OPPO,CPH2201T2,OP4F1FL1,OPPO Reno5 pro,MT6889,Mediatek,12288
OPPO,OPPO,CPH2201,OP4F1FL1,CPH2201,MT6889,Mediatek,12288
realme,realme,RMX2111,RMX2111L1,realme 7 5G,MT6853V/TNZA,Mediatek,8192
OPPO,OPPO,CPH2235T2,OP4F25L1,CPH2235,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2159RU,OP4F25L1,CPH2159,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2235,OP4F25L1,CPH2235,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2159,OP4F25L1,CPH2159,SM7125,Qualcomm,8192
realme,realme,RMX2063,RMX2063L1,realme 6Pro,SM7125,Qualcomm,6144
realme,realme,RMX2063EEA,RMX2063L1,realme 6Pro,SM7125,Qualcomm,6144
OPPO,OPPO,CPH2159T2,OP4F25L1,CPH2159,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2235RU,OP4F25L1,CPH2235,SM7125,Qualcomm,8192
OPPO,OPPO,CPH2343T2,OP532FL1,OPPO Reno7 Z 5G,SM6375,QTI,8192
OPPO,OPPO,CPH2343,OP532FL1,OPPO Reno7 Z 5G/F21 Pro 5G/Reno8 Lite 5G,SM6375,QTI,8192
OPPO,OPPO,CPH2341,OP532FL1,OPPO F21 Pro 5G,SM6375,QTI,8192
OPPO,OPPO,CPH2343EEA,OP532FL1,Reno7 Z 5G/Reno7 Lite 5G/Reno8 Lite 5G,SM6375,QTI,8192
OPPO,OPPO,A201OP,OP532BL1,OPPO Reno7 A,SM6375,QTI,6144
OPPO,OPPO,OPG04_jp_kdi,OP532BL1,OPPO Reno7 A,SM6375,QTI,6144
realme,realme,RMX2144T2,RMX2144L1,realme X50 5G,SM7250,Qualcomm,6144
realme,realme,RMX2144EEA,RMX2144L1,realme X50 5G,SM7250,Qualcomm,6144
OPPO,OPPO,A101OP,OP4F2BL1,OPPO Reno5 A,SM7250,Qualcomm,6144
OPPO,OPPO,CPH2145T2,OP4F1BL1,CPH2145,SM7250,Qualcomm,8192
OPPO,OPPO,CPH2145EEA,OP4F1BL1,CPH2145,SM7250,Qualcomm,8192
OPPO,OPPO,CPH2009,OP4C2DL1,Find X2 Neo/Reno3 Pro,SM7250,Qualcomm,12288
OPPO,OPPO,CPH2009RU,OP4C2DL1,Reno3 Pro,SM7250,Qualcomm,12288
OPPO,OPPO,CPH2005,OP4C41L1,Find X2 Lite,SM7250,Qualcomm,8192
OPPO,OPPO,CPH2173EEA,OP4F57L1,Find X3 Pro,SM8350,Qualcomm,12288
OPPO,OPPO,CPH2207,OP4F0BL1,CPH2207,SM8250,Qualcomm,12288
OPPO,OPPO,CPH2207EEA,OP4F0BL1,CPH2207,SM8250,Qualcomm,12288
realme,realme,RMX3370T2,RE879AL1,realme GT Neo2 5G,SM8250ac,Qualcomm,8192
realme,realme,RMX3370RU,RE879AL1,realme GT Neo2 5G,SM8250ac,Qualcomm,8192
realme,realme,RMX3370,RE879AL1,realme GT Neo2 5G,SM8250ac,Qualcomm,8192
realme,realme,RMX3370EEA,RE879AL1,realme GT Neo2 5G,SM8250ac,Qualcomm,8192
OPPO,OPPO,CPH2365T2,OP4F11L1,CPH2365,SM6115,Qualcomm,6144
realme,realme,RMX3363T2,RE54ABL1,realme GT Master Edition	,SM7325,Qualcomm,8192
realme,realme,RMX3363RU,RE54ABL1,realme GT Master Edition	,SM7325,Qualcomm,8192
realme,realme,RMX3363,RE54ABL1,realme GT Master Edition	,SM7325,Qualcomm,8192
realme,realme,RMX3360,RE54ABL1,realme GT Master Edition	,SM7325,Qualcomm,8192
realme,realme,RMX3363EEA,RE54ABL1,realme GT Master Edition	,SM7325,Qualcomm,8192
realme,realme,RMX2180T2,RMX2180,realme C15,MT6765,Mediatek,4096
realme,realme,RMX2180,RMX2180,realme C15,MT6765,Mediatek,4096
realme,realme,RMX2183T2,RMX2183,realme C15,MT6765,Mediatek,4096
realme,realme,RMX2189T2,RMX2189,realme C12,MT6765,Mediatek,3072
realme,realme,RMX2189,RMX2189,realme C12,MT6765,Mediatek,3072
realme,realme,RMX2184T2,RMX2184,realme C12,MT6765,Mediatek,3072
realme,realme,RMX3201EEA,RMX3201,realme C21,MT6765,Mediatek,3072
